0002,"Male Human NPC, Naked"
1339,Blooded Platinum Invader Lord Helm
133A,Blooded Copper Invader Lord Helm
133B,Blooded Gold Invader Lord Helm
133C,Blooded SilverInvader Lord Helm
133D,coat
133E,breastplate
133F,Two-handed wep
1340,Spear
1341,small metal object
1342,Sword
1343,Mace
1344,Dagger
1345,Leggings
1346,Bow
1347,Bow
1348,Bow
1349,Xbow
134A,Xbow
134B,Xbow
134C,Xbow
134D,Xbow
134E,Dagger
134F,Dagger
1350,Dagger
1351,Mace
1352,Mace
1353,Mace
1354,Dagger
1355,Dagger
1356,Dagger
1357,Spear
1358,Spear
1359,Spear
135A,Spear
135B,Spear
135C,Spear
135D,Spear
135E,Spear
135F,Spear
1360,Spear
1361,Sword
1362,Sword
1363,Sword
1364,Sword
1365,Sword
1366,UA
1367,UA
1368,UA
1369,UA
136A,UA
136B,Mace
136C,Axe
136D,Axe
136E,Axe
136F,Axe
1370,Axe
1371,Axe
1372,Atlatl
1373,Atlatl
1374,Atlatl
1375,Bow
1376,Bow
1377,Boots
1378,Boots
1379,Boots
137A,Shield
137B,Shield
137C,Shield
137D,Shield
137E,wand?
137F,Wand
1380,Wand
1381,Wand
1382,Wand
1383,Greaves
1384,Helmet
1385,Bracers
1386,Bracers
1387,Tassetts
1388,Tassetts
1389,Girth
138A,Girth
138B,Breastplate
138C,Breastplate
138D,Bracers
138E,Bracers
138F,Bracers
1390,small object
1391,greaves
1392,greaves
1393,boots
1394,leggings
1395,coat
1396,coat
1397,greaves
1398,Axe
1399,Axe-Fire
139A,Axe-Frost
139B,Axe-Acid
139C,Axe-Lightning
139D,Two-sided axe-Fire
139E,Two-sided axe-Frost
139F,Two-sided axe-Acid
13A0,Two-sided axe-Lightning
13A1,Small Sword-Fire
13A2,Small Sword-Frost
13A3,Small Sword-Acid
13A4,Small Sword-Lightning
13A5,Small Sword-Fire
13A6,Small Sword-Frost
13A7,Small Sword-Acid
13A8,Small Sword-Lightning
13A9,Big Sword-Fire
13AA,Big Sword-Frost
13AB,Big Sword-Acid
13AC,Big Sword-Lightning
13AD,Mace
13AE,Mace-Fire
13AF,Mace-Frost
13B0,Mace-Acid
13B1,Mace-Lightning
13B2,Mace
13B3,Mace-Fire
13B4,Mace-Frost
13B5,Mace-Acid
13B6,Mace-Lightning
13B7,Spear
13B8,Spear-Frost
13B9,Spear-Acid
13BA,Spear-Lightning
13BB,Dagger
13BC,Dagger-Fire
13BD,Dagger-Frost
13BE,Dagger-Acid
13BF,Dagger-Lightning
13C0,Dagger
13C1,Dagger-Fire
13C2,Dagger-Frost
13C3,Dagger-Acid
13C4,Dagger-Lightning
13C5,Staff
13C6,Staff-Fire
13C7,Staff-Frost
13C8,Staff-Acid
13C9,Staff-Lightning
13CA,UA
13CB,UA-Fire
13CC,UA-Frost
13CD,UA-Acid
13CE,UA-Lightning
13CF,Ring?
13D0,Single reinforced door
13D1,Gauntlets
13D2,Small fountaint - House object?
13D3,Ruschk
13D4,none
13D5,none
13D6,none
13D7,none
13D8,none
13D9,none
13DA,none
13DB,none
13DC,none
13DD,none
13DE,Large tree with snow
13DF,Large tree with snow
13E0,none
13E1,Skeleton
13E2,Skeleton
13E3,Skeleton
13E4,Skeleton
13E5,Skeleton
13E6,Skeleton
13E7,Skeleton
13E8,Skeleton
13E9,Skeleton
13EA,Skeleton
13EB,Skeleton
13EC,Skeleton
13ED,Skeleton
13EE,Skeleton
13EF,Skeleton
13F0,Green bubbles coming from ground
13F1,Void Lord
13F2,Altar with skeleton and blue light
13F3,Star shaped object
13F4,Skeleton
13F5,Helmet
13F6,Shield
13F7,Epic Diamond Golem?
13F8,Xbow-Fire
13F9,Staff-Frost
13FA,small rock
13FB,small ears?
13FC,"tumerok, purple"
13FD,"tumerok, purple"
13FE,"tumerok, purple"
13FF,"tumerok, purple"
1400,"tumerok, purple"
1401,"tumerok, purple"
1402,"tumerok, purple"
1403,"tumerok, purple"
1404,"tumerok, purple"
1405,"tumerok, purple"
1406,"tumerok, purple"
1407,"tumerok, purple"
1408,"tumerok, purple"
1409,"tumerok, purple"
140A,"tumerok, purple"
140B,"tumerok, purple"
140C,"tumerok, purple"
140D,"tumerok, purple"
140E,"tumerok, purple"
140F,"tumerok, purple"
1410,"tumerok, purple"
1411,Pumpkin Pie ?
1412,Small Blue object
1413,Bloody Stone Pillar
1414,Bloody book on two tentacles
1415,Axe
1416,wand
1417,chalice
1418,sword
1419,pole
141A,polearm
141B,mace
141C,dagger
141D,xbow
141E,bow
141F,axe
1420,wand
1421,sword
1422,stick
1423,polearm
1424,mace
1425,dagger
1426,xbow
1427,small object
1428,bow
1429,red book
142A,Dead Olthoi
142B,Dead Olthoi
142C,Dead Olthoi
142D,Helmet
142E,Ursin Head Wall Plaque
142F,Shovel
1430,none
1431,Large Ursuin doll?
1432,"Bandana that says ""Darling"""
1433,Fertilized Fly Trap
1434,Fertilized Pitcher Plant
1435,Venus Fly Trap plant
1436,Fertilized Sundew
1437,Plant in Pot
1438,Small brown rick
1439,Planter Pot
143A,Sword
143B,Sword
143C,White Feather ?
143D,Large coral rock
143E,Red Feather ?
143F,Yellow Feather ?
1440,Green Feather ?
1441,Red SHield
1442,Red Shield
1443,gaunts
1444,tiara w/ red diamonds
1445,Griever
1446,wand
1447,Small wand
1448,Bear Claw?
1449,Wooden Staff
144A,Polearm
144B,Club
144C,Dagger
144D,Xbow
144E,Bow
144F,Hammer/Mace
1450,Wand
1451,Sword-Lightning
1452,Sword-Frost
1453,Sword-Fire
1454,Sword-Acid
1455,Sword-No animation
1456,Wand-Ligthning
1457,Wand-Frost
1458,Wand-Fire
1459,Wand-Acid
145A,UA-Lightning
145B,UA-Frost
145C,UA-Fire
145D,UA-Acid
145E,Staff-Lightning
145F,Staff- Frost
1460,Staff-Fire
1461,Staff-Acid
1462,Polearm-Lightning
1463,Polearm-Frost
1464,Polearm-Fire
1465,Polearm-Acid
1466,Mace-Lightning
1467,Mace-Frost
1468,Mace-Fire
1469,Mace-Acid
146A,Dagger-Lightning
146B,Dagger-Frost
146C,Dagger-Fire
146D,Dagger-Acid
146E,Xbow-Lightning
146F,Xbow-Frost
1470,Xbow-Fire
1471,Xbow-Acid
1472,Bow-Lightning
1473,Bow-Frost
1474,Bow-Fire
1475,Bow-Acid
1476,Hammer-Lightning
1477,Hammer-Frost
1478,Hammer-Fire
1479,Hammer-Acid
147A,Wand-Lightning
147B,Wand-Frost
147C,Wand-Fire
147D,Crystal
147E,Frozen Tree
147F,Black Mist
1480,Reedshark
1481,Knight Essence
1482,Knight Essence
1483,Greaves
1484,Knight Essence
1485,Knight Essence
1486,Knight Essence
1487,Knight Essence
1488,Bow-Slash
1489,Bow-Bludge
148A,Bow-Pierce
148B,Xbow-Slash
148C,Xbow-Bludge
148D,Xbow-Pierce
148E,Wand-Slash
148F,Wand-Pierce
1490,Wand-Bludge
1491,Wand-Slash
1492,Wand-Pierce
1493,Wand-Bludge
1494,Big Green Flying Shark thing
1495,Cow with bloody mouth
1496,Masonry Golem
1497,Yellow Fly Swarm
1498,White Fly Swarm
1499,Blue Fly Swarm
149A,Black Fly Swarm
149B,Green Fly Swarm
149C,Red Fly Swarm
149D,Purple Fly Swarm
149E,Yellow Fly Swarm
149F,Moar
14A0,Listris Sleech
14A1,Large black coral rock
14A2,Large black coral rock
14A3,Large black coral rock
14A4,none
14A5,Very Large red coral tree
14A6,none
14A7,Very Large green coral tree
14A8,Very Large blue coral tree
14A9,Small green coral rock
14AA,Small red coral rock
14AB,Small blue coral rock
14AC,none
14AD,none
14AE,Small blue coral rock
14AF,Red coral plant
14B0,Green coral plant
14B1,Blue coral plant
14B2,Green rock/plant
14B3,Red rock/plant
14B4,Blue rock/plant
14B5,Black coral rock
14B6,Blue shell
14B7,Green Shell
14B8,Crown
14B9,Crown
14BA,Crown
14BB,Crown
14BC,Crown
14BD,Mukkir
14BE,Mukkir
14BF,Green Fish
14C0,Undead
14C1,Black/White Rug?
14C2,Green pillar thing
14C3,Green pillar thing
14C4,Green pillar thing
14C5,Altar w/ stabbed skeleton
14C6,none
14C7,Glowing Jack o lantern
14C8,none
14C9,Pumpkin Golem
14CA,Pumpkin Golem
14CB,Jack o lantern
14CC,pumpkin
14CD,pumpkin
14CE,pumpkin
14CF,Dead vine
14D0,none
14D1,black smoking rock
14D2,Breastplate
14D3,Bunny ears
14D4,Small white object
14D5,Witch Hat
14D6,small yellow object
14D7,none
14D8,none
14D9,End of a broom?
14DA,small white object
14DB,small white object
14DC,small white object
14DD,Snowman head
14DE,Hat
14DF,none
14E0,Jack o lantern
14E1,Jack o lantern
14E2,small orange object
14E3,small white object
14E4,small brown object
14E5,Nothing?
14E6,Headless ursuin?
14E7,small brown object
14E8,ursuin arm?
14E9,bottom half or ursuin?
14EA,part of uruin?
14EB,part of uruin?
14EC,small colorful object
14ED,small red object
14EE,small teal object
14EF,arrowheads?
14F0,arrowheads?
14F1,small brown object
14F2,small pumpkin
14F3,Black platform
14F4,Helmet
14F5,Sword
14F6,wooden Keg
14F7,ursuin arm?
14F8,snow globe on a pedastal
14F9,none
14FA,Altar with stabbed skeleton
14FB,simplet grey pillar
14FC,Spear
14FD,Axe
14FE,Mace
14FF,Diamond wall?
1500,Shield of Yanshi
1501,medium transparent cone
1502,Abominable Snowman
1503,Winter Orb
1504,Altar with Icy Blue Aura
1505,Count Dardante's Desk
1506,Desk
1507,Shield of Strathelar
1508,none
1509,"wand with blue crystal, icy blue aura"
150A,Cold Atlan or Isparian Bow?
150B,Cold Atlan or Isparian Claw
150C,Major Chilling Isparian Crossbow
150D,Cold Atlan or Isparian Dagger
150E,Cold Atlan or Isparian Mace
150F,Cold Atlan or Isparian Atlan Spear
1510,Cold Atlan or Isparian Staff
1511,Cold Atlan or Isparian Sword
1512,Major Chilling Isparian Wand?
1513,Cold Atlan or Isparian Atlan Axe
1514,"gauntlets, one crossed atop other"
1515,flaming sword
1516,"male human, red lights above eyes, white particles"
1517,Empyrean Notebook
1518,Strathelar Pennant
1519,Viamontian Pennant
151A,Whispering Blade Boots
151B,Rossu Morta Boots 
151C,??? 
151D,brown bag
151E,"3 large blue-black crystals, on side"
151F,"3 large purple crystals, on side"
1520,"3 large green crystals, on side"
1521,"3 large red crystals, on side"
1522,The Sword of Bellenesse
1523,Shield of Silyun 
1524,Shield of Sanamar
1525,"shadow head, translucent, red eyes"
1526,"short Viamontian Knight, black swirling smoke, glowing red dots"
1527,Spinning Staff of Death 
1528,bookcase
1529,Nothing?
152A,Strathelar Pennant
152B,Viamontian Pennant of Loyalty
152C,"mug, smoking, with purple aura"
152D,"medium black polyhedron, perhaps Dark Monolith related?"
152E,"stone basin with water, medium"
152F,"translucent red cylinder, medium"
1530,runed weapons
1531,Sword - Blue Runed - Looks like Atlan 
1532,mukkir with swirling smoke
1533,
1534,"wand, red rune, red particles"
1535,"wand, blue rune, white particles"
1536,
1537,"wand, blue rune, yellow particles"
1538,
1539,
153A,
153B,
153C,
153D,
153E,
153F,
1540,
1541,2 steel doors set in entryway
1542,"swirling dust animation, disappears"
1543,Nothing?
1544,Nothing?
1545,blue rune Silveran sword
1546,Black Spear of Mukkir Strength
1547,purple rune Silveran sword
1548,purple rune Silveran dagger
1549,"Humanoid, lava, pulsing blue aura, with undies!"
154A,"Human, male, pulsing green aura"
154B,"fire elemental, flame aura"
154C,"fire elemental, lightning aura"
154D,orange rune Silveran dagger
154E,green rune Silveran dagger
154F,blue rune Silveran dagger
1550,Red Rune Silveran Dagger
1551,orange rune Silveran sword
1552,green rune Silveran sword
1553,Red Rune Silveran Sword
1554,purple rune Silveran axe
1555,blue rune Silveran axe
1556,green rune Silveran axe
1557,orange rune Silveran axe
1558,Red Rune Silveran Axe
1559,blue rune Silveran spear
155A,orange rune Silveran spear
155B,green rune Silveran spear
155C,purple rune Silveran spear
155D,Red Rune Silveran Spear
155E,jagged red and black sword
155F,"jagged red and black sword, acid"
1560,"jagged red and black sword, lightning"
1561,"jagged red and black sword, flaming"
1562,"jagged red and black sword, frost"
1563,blue rune Silveran mace
1564,orange rune Silveran mace
1565,green rune Silveran mace
1566,purple rune Silveran mace
1567,Red Rune Silveran Mace
1568,blue rune Silveran staff
1569,orange rune Silveran staff
156A,green rune Silveran staff
156B,purple rune Silveran staff
156C,Red Rune Silveran Staff
156D,Blue Rune Silveran Wand
156E,Orange Rune Silveran Wand
156F,Green Rune Silveran Wand
1570,Purple Rune Silveran Wand
1571,Red Rune Silveran Wand
1572,Helm of Isin Dule
1573,Shield of Isin Dule
1574,Pack Harbinger
1575,skeleton statue with red-tipped black handle spear in stomach
1576,Harbinger wand (finger)
1577,Royal Runed Dart Flinger
1578,Royal Runed War Bow
1579,Royal Runed Arbalest
157A,Royal Runed Knuckles
157B,Royal Runed Dolabra
157C,Royal Runed Slashing Baton
157D,Royal Runed Poinard
157E,Royal Runed Mazule
157F,Royal Runed Partizan
1580,Royal Runed Bastone
1581,Royal Runed Flamberge
1582,black hole
1583,large round rock
1584,UA - Pink Rune
1585,UA - Orange Rune
1586,UA - Green Rune
1587,UA - Blue Rune
1588,Red Rune Silveran Claw
1589,purple rune Silveran Bow
158A,orange rune Silveran Bow
158B,green rune Silveran Bow
158C,blue rune Silveran Bow
158D,Red Rune Silveran Bow
158E,purple rune Silveran crossbow
158F,small floating red crystals
1590,small floating blue crystals
1591,small floating green crystals
1592,small floating purple crystals
1593,orange rune Silveran crossbow
1594,green rune Silveran crossbow
1595,blue rune Silveran crossbow
1596,Red Rune Silveran Crossbow
1597,purple rune Silveran atlatl
1598,orange rune Silveran atlatl
1599,green rune Silveran atlatl
159A,blue rune Silveran atlatl
159B,Red Rune Silveran Atlatl
159C,Arm of the Harmbringer
159D,"black swirling animation, fades in then off"
159E,Bone spiral staircase
159F,Fan spawns above your head
15A0,Bone spiral staircase
15A1,none
15A2,Gargoyle looking mob
15A3,black cloud above your head
15A4,black cloud on ground
15A5,Black portal
15A6,none
15A7,Ruschk
15A8,none
15A9,Large diamond ball with a blue ball in the middle
15AA,Small black swirl with red dots in it
15AB,Mukkir Apect of Grael
15AC,Large black pillar with black swirls around it
15AD,Small single smoke on the ground
15AE,Grievver
15AF,Black boxes with red eyes falling
15B0,none
15B1,black smoke
15B2,black smoke
15B3,none
15B4,none
15B5,none
15B6,Mukkir
15B7,Rune with sword
15B8,Rune with bull
15B9,Black/pink ground portal
15BA,small key?
15BB,claw?
15BC,claw?
15BD,claw?
15BE,claw?
15BF,tiny black object
15C0,claw?
15C1,tiny black object
15C2,claw?
15C3,small orange object
15C4,small orange object
15C5,small orange object
15C6,small orange object
15C7,small orange object
15C8,small orange object
15C9,small orange object
15CA,small orange object
15CB,small orange object
15CC,small orange object
15CD,Ruschk
15CE,grey pillar
15CF,coat
15D0,Alduressa Armor
15D1,Alduressa Armor
15D2,Alduressa Armor
15D3,Alduressa Armor
15D4,Broken double steel door
15D5,none
15D6,purple bubbles
15D7,blue bubbles
15D8,floating black coral rock
15D9,floating black coral rock
15DA,small sword object
15DB,none
15DC,black smoke pillar
15DD,small black object
15DE,small black object
15DF,Mukkir Spear?
15E0,Stoney eye object
15E1,Fire pillar
15E2,none
15E3,Black Spear of Mukkir Strength
15E4,Single flash of red lightning on ground
15E5,Black pillar with red tip
15E6,Black pillar with red tip and some snow
15E7,Single flash of green lightning on ground
15E8,Single flash of red lightning on ground
15E9,Single flash of yellow lightning on ground
15EA,Single flash of white lightning on ground
15EB,Single flash of red lightning on ground
15EC,Single flash of red lightning on ground
15ED,Single flash of purple lightning on ground
15EE,Single flash of white lightning on ground
15EF,Single flash of red lightning on ground
15F0,transparent black object
15F1,none
15F2,transparent black object
15F3,transparent black object
15F4,transparent black object
15F5,Single flash of green lightning on ground
15F6,Single flash of orange lightning on ground
15F7,Single flash of yellow lightning on ground
15F8,Single flash of white lightning on ground
15F9,Single flash of white lightning on ground
15FA,Single flash of blue lightning on ground
15FB,Single flash of red lightning on ground
15FC,Red stars coming from ground
15FD,vein with red lightning
15FE,Mukkir
15FF,Shadow mob ?
1600,"black cone, only partially stays in view"
1601,large black boulder
1602,blue swirling ground effect
1603,widespread multiple black ground cloud bursting effect
1604,"tall black pole, red lightning effect, swirling black base"
1605,"green lighting effect, disappears"
1606,none
1607,"white lighting effect, disappears"
1608,none
1609,none
160A,"orange lighting effect, disappears"
160B,none
160C,"yellow lighting effect, disappears"
160D,none
160E,"white lighting effect, disappears"
160F,none
1610,"red lighting effect, disappears"
1611,none
1612,"swirling ground based smoke effect, disappears"
1613,"purple lighting effect, disappears"
1614,none
1615,"green lighting effect, disappears"
1616,"white lighting effect, disappears"
1617,"red lighting effect, disappears"
1618,"yellow lighting effect, disappears"
1619,none
161A,"red lighting effect, disappears"
161B,"purple lighting effect, disappears"
161C,"red lighting effect, disappears"
161D,Skeleton on altar
161E,chest piece?  shadowy tendril emblem
161F,"Black Spear of ??? , tip in ground"
1620,small black object
1621,"large straight bone, mottled texture"
1622,"large straight bone, white texture"
1623,"large straight bone, white texture"
1624,Mi Krau Li's Remastered Jitte
1625,none
1626,small red object
1627,Mask of the Hopeslayer
1628,"Skeleton, armored upper body, oversize cowl on skull"
1629,Marshmallow Ghost
162A,The Red Bull
162B,The Royal Bull of Sanamar
162C,The Boar of Cinghalle
162D,The Stag of Bellenesse
162E,pumpkin headed penguin
162F,Hollow Minion with pumpkin
1630,The Dragon of Power
1631,Old Gravestone
1632,Floating Candle
1633,blue Anniversary Sparkler
1634,green Anniversary Sparkler
1635,orange Anniversary Sparkler
1636,purple Anniversary Sparkler
1637,red Anniversary Sparkler
1638,white Anniversary Sparkler
1639,yellow Anniversary Sparkler
163A,Tremendous Monouga Skull
163B,wooden crate
163C,zombie
163D,Fiun Crown
163E,Mask of Malik
163F,The Helm of Golden Flame
1640,Karlun's Visage
1641,Through the Portal Years
1642,Mystical Mug
1643,"small mystical mug, closed, on ground"
1644,Ulgrim's Contest Mug
1645,none
1646,small blue object w/ flies hovering around it
1647,small red object w/ flies hovering around it
1648,small orange object w/ flies hovering around it
1649,small green object w/ flies hovering around it
164A,small orange object w/ flies hovering around it
164B,small orange object w/ flies hovering around it
164C,pedestal
164D,none
164E,white wide ground light effect
164F,double doors with medium green stone corridor
1650,black pedestal
1651,double doors with medium green stone corridor
1652,Falatacot Trap
1653,Altar of Urdhinivix
1654,Penguin Nest
1655,Portable Igloo
1656,Tachi of Grace
1657,Partially-eaten Cookie?  (Pet Penguin)
1658,Frozen Present
1659,Hot Coal
165A,Angry Snowman
165B,Present
165C,Mr. P. Holiday Pack Doll
165D,Scold
165E,Doll House
165F,Holiday Lights (Strand)
1660,Snowmaker
1661,Orb of Eternal Frost
1662,Holiday Hearth
1663,stone altar (bottom of Metos?)
1664,Northern Pedestal?
1665,Sclavus with Stocking Cap
1666,Holiday Feast
1667,Magic Hat
1668,Prince's Medal of Bravery
1669,Shadowy Statue of the Hopeslayer
166A,Small Statue of the Hopeslayer
166B,Stone Axe
166C,none
166D,Bone Dagger
166E,Stone Hatchet
166F,Stone Mace
1670,Stone Spear
1671,Repugnant Melee Staff
1672,Bone Sword
1673,Decorative Stone Axe
1674,Decorative Tree Trunk Club
1675,Decorative Repugnant Staff
1676,Decorative Bone Sword
1677,Bone Bow
1678,Bone Crossbow
1679,Guruk Fist
167A,Inflamed Ursuin?
167B,none
167C,Golden Egg
167D,two doors with stone frame
167E,purple portal
167F,icy blue aura rising from ground
1680,green aura rising from ground
1681,orange aura rising from ground
1682,purple aura rising from ground
1683,red aura rising from ground
1684,green particle effect from ground
1685,Regugnant Spellcasting Staff?
1686,purple ball
1687,spinning purple ball with red effect
1688,mushroom
1689,rolling Red Ball of Death
168A,rolling Red Ball of Death
168B,rolling Red Ball of Death
168C,Inert Mucor
168D,Enahnced Mucor
168E,mushroom
168F,mushroom
1690,mushroom on ground with red effect
1691,Stone Block
1692,Stone Block
1693,None
1694,Spinning Asheron Stuck in Bubble w/ Blue Effect
1695,Statue w/ Red Effect
1696,Colo / Gauntlet Bell
1697,Statue w/ Blue Effect
1698,Strange Portal w/ new effect
1699,Strange Portal w/ new effect
169A,vault
169B,"stone chest, open w/ bars on it"
169C,none
169D,Strange Portal w/ new effect
169E,Strange Portal w/ new effect
169F,Strange Portal w/ new effect
16A0,rock
16A1,wight
16A2,"vault, colo/gaunt"
16A3,none
16A4,ring of some sort
16A5,pyre champ
16A6,pyre skeleton
16A7,falacot undead with mask visor
16A8,falacot undead with mask visor red
16A9,falacot undead with mask visor green
16AA,falacot undead with mask visor green
16AB,prismatic golem with blue effect
16AC,"male char, naked, crowched with sword"
16AD,"headstone, graveyard"
16AE,"headstone, graveyard, plain"
16AF,"headstone, graveyard, plain"
16B0,"headstone, graveyard, squared"
16B1,"headstone, graveyard"
16B2,"headstone, graveyard"
16B3,"headstone, graveyard"
16B4,"candle on post, purple"
16B5,"headstone, graveyard"
16B6,"headstone, graveyard"
16B7,"headstone, graveyard"
16B8,"headstone, graveyard"
16B9,"headstone, graveyard"
16BA,"headstone, graveyard"
16BB,bricks with grass on them
16BC,bricks with grass on them
16BD,bricks with grass on them
16BE,"Pillar, brown, tall"
16BF,"Pillar, brown, tall"
16C0,"Pillar, brown, tall"
16C1,"Pillar, brown, short"
16C2,none
16C3,"pillar, brown, med"
16C4,"pillar, brown, med"
16C5,none
16C6,Fiery Skeleton
16C7,Fiery Skeleton
16C8,Thunder Chicken
16C9,Naked human male model
16CA,Golem
16CB,ASHERON!
16CC,none
16CD,Shield of Perfect Light
16CE,Bones
16CF,Transparent White Crystals
16D0,Gargoyle
16D1,Alduressa Helm
16D2,Pancake Golem
16D3,None
16D4,Greatsword of Flame and Light
16D5,Undead
16D6,small grey object
16D7,Human male
16D8,K'noth
16D9,small grey object
16DA,Human male
16DB,Stat redistribution statues
16DC,Stat redistribution statues
16DD,Stat redistribution statues
16DE,Stat redistribution statues
16DF,Stat redistribution statues
16E0,Turkey
16E1,Banderling Boss?
16E2,Egg
16E3,Feather-Lightning
16E4,Feather-Lightning
16E5,Fire Sword
16E6,Fire Sword
16E7,Corrupted Maiden
16E8,none
16E9,Corrupted Maiden
16EA,Pyre Champion (old model?)
16EB,Bonecrunch
16EC,Banderling Boss?
16ED,"Cragstone Drudge ""The Plan"" Map"
16EE,Burnja's Board with Nails
16EF,None
16F0,none
16F1,Drudge Ballon
16F2,Narrow Orange ring portal effect with Blue & Purple particles
16F3,Wide Orange ring portal effect with Blue & Purple particles
16F4,none
16F5,"Metal Grate, upright"
16F6,Cragstone Drudge Fort Walls- 6-pillars curved with gap
16F7,Cragstone Drudge Fort Walls - 4 pillars straight
16F8,"Scarab of some sort, red aura"
16F9,large fire effect
16FA,paradox olthoi evis/ripper?
16FB,paradox olthoi grub
16FC,paradox olthoi flyer
16FD,Paradox Olthoi Worker?
16FE,"monouga, small"
16FF,arrows lightning?
1700,"Aerbax, Blue Color"
1701,Tusker _____
1702,"VR Flower, Blue"
1703,"Tusker King, Laying Down?"
1704,human hands?
1705,Thrown Weapon with Effect
1706,"Olthoi Egg, Strange Coloring"
1707,Paradox Olthoi Worker?
1708,naked character model holding sword pose
1709,Large Golden Coin
170A,"olthoi sentinel, green w/ paradox smoke"
170B,Paradox Olthoi Worker?
170C,paradox olthoi related lump
170D,paradox olthoi queen?
170E,paradox olthoi queens head?
170F,olthoi shield
1710,othoi atlan
1711,Olthoi Axe
1712,Olthoi weapon
1713,Olthoi Spear
1714,Olthoi Sword
1715,Olthoi Queen Head
1716,Poison Square on floor
1717,Monkey Paw in Rock on pose
1718,Statue with horned figure
1719,tusker slayer Wand
171A,Tusker Skull or Helm
171B,Tusker Slayer Sword
171C,Dark Bobo - But Silver Armor
171D,Bunch of Bananas - Shadow Effect
171E,Invisible
171F,Nothing?
1720,weird stick
1721,weird stick
1722,weird stick
1723,Nothing?
1724,Nothing?
1725,Kirienne Palacost in Shield
1726,Kirienne Palacost not in Shield
1727,none
1728,Harbinger Wall Button?
1729,Red Stone Pyramid missing the top
172A,Acid Square Tile
172B,Lava Square Tile
172C,Blue Square Tile
172D,Pink/Purple Square Tile
172E,Aegis of the Golden Flame
172F,Nothing?
1730,Nothing?
1731,Harbinger with Rainbow Effect
1732,4 Harbinger Stones
1733,huge green effect
1734,huge blue effect with snow
1735,Shadow and Lightning Effect
1736,Pink Coral Shield
1737,Blue Coral Shield
1738,Rift Orb - Green
1739,Rift Orb - Purple
173A,Virindi - Red Flashing Stone - Shadow Effects
173B,Virindi - Red Flashing Stone - Shadow Effects
173C,Virindi - Red Flashing Stone - Shadow Effects + Lightning
173D,Virindi - Red Flashing Stone - Shadow Effects + Lightning
173E,Nothing?
173F,Nothing?
1740,BZ Head?
1741,Mesh Floor Grate
1742,Hale Human Model - Flaming Head
1743,Spectral Flame Spell Skull?
1744,Mukkir Head?
1745,Claude's Mind Tent?
1746,Gray Pumpkin on a pedestal
1747,Brown stone wall
1748,Chilling Ebony Staff
1749,Aerbax - Semi-Transparent with Red untextured Mask
174A,Wand/Staff Wood haft with a Blue Stone on top Glowing
174B,"""Flat"" Jack-o-lantern with Red Glowing Eyes"
174C,"Shadowy ""Stone""?"
174D,Nothing?
174E,Adolescent Azure Gromnie Walking in a Circle
174F,Nothing?
1750,Burun King Statue?
1751,Glowing Orb/Aura?
1752,"""Butterfly"" (The ones that are in the overworld randomly)"
1753,Human Male - Shadow Hands and Effects around - Arms Outstretched
1754,Sword - Red Crosspiece - Shadow Effects
1755,Red and White Mint?
1756,Undead with Pirate Bandanna
1757,Pirate Bandanna
1758,Small grey object
1759,Pirate Hat
175A,Undead with Pirate Hat
175B,Green and Stone Column - Lugian?
175C,Hollow Minion
175D,Orange Armored Red Eyed Lugian - Shadow/Lightning effects
175E,Orange Armored Red Eyed Lugian - Red Flame Effects
175F,Orange Armored Red Eyed Lugian - Base Model
1760,Store with wood and chains
1761,Large Stone
1762,Flat stone platform
1763,white hexagon of fur texture
1764,Green Banner
1765,plant with red bulb
1766,Furnace with fire burning
1767,royal bed
1768,Spinning Snowflake
1769,Presents
176A,Christmas Tree With Lights
176B,Red/Green/Yellow Holiday Rug
176C,Nothing?
176D,Mound of Snow
176E,Blue/White Holiday Rug
176F,Nothing?
1770,small rock with effects around it
1771,snow orb
1772,"Book Case, ground level"
1773,Book Case
1774,Book Case
1775,Three-eyed Snowman
1776,Neydisa Snowglobe
1777,Wall sconce with flame
1778,Virindi Facemask
1779,Nothing?
177A,Obsidian Columns
177B,"Red Crystal Columns, large, upright"
177C,"Red Crystal Columns, large, upright"
177D,"Red Crystal Columns, large, laying on side"
177E,Nothing?
177F,Obsidian Columns
1780,"Red Crystal Columns, medium, upright"
1781,"Red Crystal Columns, medium, upright"
1782,"Red Crystal Columns, medium, laying on side"
1783,"Obsidian Columns, medium, laying on side"
1784,"Obsidian Columns, large, laying on side"
1785,"Obsidian Columns, medium upright"
1786,"Red Crystal Columns, medium, upright"
1787,"Red Crystal Columns, medium, upright"
1788,"Red Crystal Columns, medium, laying on side"
1789,Nothing?
178A,Nothing?
178B,"Red Crystal Columns, medium, upright"
178C,"Red Crystal Columns, medium, upright"
178D,"Red Crystal Columns, small, laying on side"
178E,"Obsidian Columns, small, laying on side"
178F,"Obsidian Columns, medium, laying on side"
1790,"Obsidian Columns, large, upright"
1791,"Red Crystal Columns, Large, upright, Obsidian Plains"
1792,"Red Crystal Columns, Large, upright, Obsidian Plains"
1793,"Red Crystal Columns, Large, laying on side, Obsidian Plains"
1794,Nothing?
1795,Nothing?
1796,"obsirian spire, red ones on OP"
1797,"obsirian spire, red ones on OP"
1798,"obsirian spire, red ones on OP"
1799,"obsirian spire, black ones on OP"
179A,"obsirian spire, black ones on OP"
179B,purple aura moving across floor
179C,purple aura moving across floor
